Performance da campanha
1 de janeiro de 2026 - 25 de agosto de 2026
Campanha,Estado da campanha,Tipo de campanha,Código da moeda,Orçamento,Data/hora de início da campanha,Estratégia de lances da campanha,ID da campanha,Dia,Cliques,Impr.,CTR,CPC méd.,Custo,Conversões,Conv. de visualização,Custo / conv.,Taxa de conv.,Ligações telefônicas,Resultados,Todas as conv.,Conv. em disp. diferentes
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-08-04,8,157,"5,10%","0,17","1,37","3,00",0,"0,46","37,50%",1,"Contato: 2,00; Engajamento: 12,00; Visualização de página: 2,00; Lead telefônico: 1,00","17,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-08-14,8,180,"4,44%","0,37","2,97","1,00",0,"2,97","10,00%",1,"Contato: 1,00; Engajamento: 10,00","11,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-08-20,8,134,"5,97%","0,52","4,17","0,00",0,0,"0,00%",1,"Engajamento: 28,00","28,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-08-22,8,140,"5,71%","0,42","3,36","0,00",0,0,"0,00%",0,"Engajamento: 15,00; Visualização de página: 1,00","16,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-01-03,7,186,"3,76%","0,67","4,71","0,00",0,0,"0,00%",0,"Engajamento: 4,00","4,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-01-29,7,321,"2,18%","0,56","3,93","2,00",0,"1,97","28,57%",1,"Contato: 2,00; Engajamento: 64,00; Visualização de página: 3,00","69,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-02-18,7,175,"4,00%","0,98","6,83","0,00",0,0,"0,00%",0,"Engajamento: 19,00; Ver rotas: 1,00; Visita à loja: 1,00","21,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-02-22,7,112,"6,25%","0,33","2,33","0,00",0,0,"0,00%",0,"Engajamento: 6,00","6,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-03-12,7,80,"8,75%","0,11","0,80","0,00",0,0,"0,00%",0,"Engajamento: 21,00; Ver rotas: 1,00","22,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-03-17,7,79,"8,86%","0,56","3,90","0,00",0,0,"0,00%",0,"Engajamento: 4,00; Ver rotas: 1,00; Visualização de página: 3,00; Visita à loja: 1,00","9,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-03-21,7,88,"7,95%","0,05","0,38","0,00",0,0,"0,00%",0,"Engajamento: 23,00; Visualização de página: 2,00","25,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-03-27,7,119,"5,88%","0,17","1,20","0,00",0,0,"0,00%",0,"Engajamento: 1,00; Visualização de página: 1,00","2,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-03-29,7,92,"7,61%","0,10","0,68","0,00",0,0,"0,00%",0,"Visita à loja: 1,00","1,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-03-30,7,144,"4,86%","0,29","2,02","2,00",0,"1,01","28,57%",0,"Contato: 2,00; Engajamento: 26,00; Visualização de página: 1,00","29,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-04-03,7,134,"5,22%","0,51","3,58","0,00",0,0,"0,00%",0,"Engajamento: 9,00; Leads de mensagens: 1,00; Visita à loja: 2,00","12,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-04-18,7,181,"3,87%","0,39","2,71","0,00",0,0,"0,00%",0,"Engajamento: 29,00; Leads de mensagens: 1,00; Visualização de página: 1,00","31,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-05-06,7,276,"2,54%","0,92","6,42","0,00",0,0,"0,00%",0,"Engajamento: 22,00","22,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-05-23,7,180,"3,89%","0,67","4,68","4,00",0,"1,17","57,14%",0,"Contato: 4,00; Engajamento: 4,00; Visualização de página: 4,00","12,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-01,7,334,"2,10%","0,66","4,60","0,00",0,0,"0,00%",0,"Engajamento: 17,00; Ver rotas: 3,00","20,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-06,7,180,"3,89%","0,59","4,13","0,00",0,0,"0,00%",0,"Engajamento: 38,00","38,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-07,7,95,"7,37%","0,18","1,25","0,00",0,0,"0,00%",0,"Engajamento: 4,00","4,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-26,7,146,"4,79%","0,23","1,58","0,00",0,0,"0,00%",0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-27,7,279,"2,51%","0,27","1,89","0,00",0,0,"0,00%",0,"Engajamento: 21,00; Ver rotas: 1,00; Visualização de página: 1,00","23,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-08-03,7,186,"3,76%","0,32","2,27","0,00",0,0,"0,00%",0,"Engajamento: 35,00; Ver rotas: 4,00; Visualização de página: 1,00","40,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-08-06,7,141,"4,96%","0,79","5,53","0,00",0,0,"0,00%",0,"Engajamento: 20,00; Ver rotas: 3,00; Visualização de página: 1,00","24,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-08-11,7,148,"4,73%","0,25","1,74","0,00",0,0,"0,00%",0,"Engajamento: 17,00; Visualização de página: 3,00","20,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-08-12,7,151,"4,64%","0,23","1,59","0,00",0,0,"0,00%",0,"Engajamento: 16,00; Ver rotas: 1,00; Visualização de página: 2,00","19,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-08-18,7,151,"4,64%","0,46","3,25","1,00",0,"3,25","14,29%",1,"Engajamento: 27,00; Ver rotas: 1,00; Lead telefônico: 1,00","29,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-01-11,6,190,"3,16%","1,75","10,48","0,00",0,0,"0,00%",0,"Engajamento: 20,00","20,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-01-15,6,289,"2,08%","1,67","10,03","1,00",0,"10,03","16,67%",0,"Contato: 1,00; Engajamento: 6,00; Ver rotas: 1,00","8,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-03-24,6,90,"6,67%","0,27","1,61","0,00",0,0,"0,00%",0,"Engajamento: 1,00; Ver rotas: 2,00","3,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-04-01,6,132,"4,55%","0,36","2,16","0,00",0,0,"0,00%",0,"Engajamento: 15,00","15,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-04-07,6,161,"3,73%","0,27","1,59","0,00",0,0,"0,00%",0,"Engajamento: 5,00; Ver rotas: 1,00; Visualização de página: 1,00","7,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-04-09,6,144,"4,17%","0,19","1,15","0,00",0,0,"0,00%",0,"Engajamento: 2,00; Ver rotas: 2,00; Visualização de página: 1,00","5,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-04-10,6,154,"3,90%","0,35","2,08","0,00",0,0,"0,00%",2,"Engajamento: 7,00","7,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-04-14,6,155,"3,87%","0,50","2,98","1,00",0,"2,98","16,67%",2,"Contato: 1,00; Engajamento: 14,00; Ver rotas: 1,00; Visita à loja: 1,00","17,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-04-15,6,146,"4,11%","0,50","2,99","0,00",0,0,"0,00%",0,"Engajamento: 6,00; Leads de mensagens: 1,00; Visualização de página: 1,00","8,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-04-23,6,186,"3,23%","0,59","3,54","1,00",0,"3,54","16,67%",1,"Engajamento: 10,00; Visualização de página: 3,00; Lead telefônico: 1,00","14,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-04-24,6,222,"2,70%","0,30","1,80","0,00",0,0,"0,00%",0,"Contato: 1,00; Engajamento: 8,00","9,00","1,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-05-15,6,193,"3,11%","0,51","3,08","4,00",0,"0,77","66,67%",2,"Contato: 4,00; Engajamento: 9,00","13,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-05-16,6,253,"2,37%","0,83","4,96","0,00",0,0,"0,00%",0,"Engajamento: 4,00; Ver rotas: 2,00; Visualização de página: 2,00","8,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-05-20,6,165,"3,64%","0,39","2,35","2,00",0,"1,17","33,33%",0,"Contato: 2,00; Engajamento: 18,00; Visualização de página: 4,00","24,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-05-25,6,275,"2,18%","1,52","9,13","1,00",0,"9,13","16,67%",0,"Contato: 1,00; Contato: 1,00; Outro: 1,00; Engajamento: 6,00","9,00","2,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-05-31,6,214,"2,80%","0,18","1,07","0,00",0,0,"0,00%",0,"Contato: 1,00; Visualização de página: 1,00","2,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-03,6,187,"3,21%","0,44","2,63","0,00",0,0,"0,00%",0,"Engajamento: 18,00; Visualização de página: 1,00","19,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-21,6,179,"3,35%","0,38","2,29","0,00",0,0,"0,00%",0,"Engajamento: 4,00; Ver rotas: 3,00","7,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-29,6,167,"3,59%","0,87","5,19","0,00",0,0,"0,00%",0,"Engajamento: 2,00; Ver rotas: 2,00; Visualização de página: 2,00","6,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-31,6,283,"2,12%","1,60","9,59","2,00",0,"4,80","33,33%",1,"Contato: 2,00; Engajamento: 3,00","5,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-08-05,6,180,"3,33%","0,63","3,76","0,00",0,0,"0,00%",0,"Engajamento: 4,00","4,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-08-17,6,164,"3,66%","0,34","2,03","0,00",0,0,"0,00%",0,"Engajamento: 3,00; Ver rotas: 2,00; Visualização de página: 2,00","7,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-08-19,6,143,"4,20%","0,35","2,10","0,00",0,0,"0,00%",0,"Engajamento: 9,00","9,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-01-08,5,74,"6,76%","0,71","3,56","0,00",0,0,"0,00%",0,"Engajamento: 2,00","2,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-01-10,5,83,"6,02%","0,98","4,90","1,00",0,"4,90","20,00%",1,"Engajamento: 4,00; Ver rotas: 1,00","5,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-02-15,5,132,"3,79%","0,21","1,05","0,00",0,0,"0,00%",0,"Engajamento: 12,00; Visita à loja: 1,00","13,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-02-23,5,159,"3,14%","0,27","1,36","1,00",0,"1,36","20,00%",0,"Contato: 1,00; Engajamento: 2,00; Ver rotas: 1,00","4,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-03-03,5,111,"4,50%","1,68","8,40","0,00",0,0,"0,00%",0,"Engajamento: 8,00; Ver rotas: 1,00","9,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-03-10,5,91,"5,49%","0,36","1,81","0,00",0,0,"0,00%",0,"Engajamento: 43,00; Ver rotas: 5,00; Visualização de página: 2,00","50,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-03-15,5,134,"3,73%","0,11","0,56","0,00",0,0,"0,00%",0,"Engajamento: 1,00","1,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-03-16,5,129,"3,88%","0,50","2,52","0,00",0,0,"0,00%",0,"Outro: 0,02; Engajamento: 14,00; Visualização de página: 1,00","15,02","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-04-04,5,158,"3,16%","0,25","1,25","0,00",0,0,"0,00%",0,"Engajamento: 21,00; Ver rotas: 1,00; Visualização de página: 1,00; Visita à loja: 1,00","24,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-04-05,5,74,"6,76%","0,13","0,67","0,00",0,0,"0,00%",0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-04-13,5,127,"3,94%","0,31","1,54","0,00",0,0,"0,00%",0,"Engajamento: 14,00; Ver rotas: 1,00; Visualização de página: 1,00","16,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-04-19,5,139,"3,60%","0,10","0,51","0,00",0,0,"0,00%",0,"Contato: 1,00; Engajamento: 3,00; Ver rotas: 1,00; Visita à loja: 1,00","6,00","1,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-05-11,5,175,"2,86%","0,27","1,34","0,00",0,0,"0,00%",0,"Engajamento: 34,00; Ver rotas: 2,00","36,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-05-17,5,118,"4,24%","0,15","0,75","0,00",0,0,"0,00%",0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-05-27,5,174,"2,87%","0,41","2,04","0,00",0,0,"0,00%",0,"Engajamento: 14,00; Ver rotas: 1,00; Visualização de página: 1,00","16,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-05-28,5,192,"2,60%","0,53","2,66","1,00",0,"2,66","20,00%",0,"Contato: 1,00; Contato: 1,00; Outro: 0,98; Engajamento: 25,00; Ver rotas: 1,00; Visualização de página: 1,00","29,98","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-20,5,190,"2,63%","0,54","2,72","0,00",0,0,"0,00%",0,"Engajamento: 15,00; Ver rotas: 2,00; Visualização de página: 1,00","18,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-08-07,5,129,"3,88%","1,02","5,12","0,00",0,0,"0,00%",0,"Contato: 2,00; Outro: 1,98; Engajamento: 18,00","23,98","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-08-08,5,176,"2,84%","0,22","1,11","0,00",0,0,"0,00%",0,"Engajamento: 7,00; Visualização de página: 2,00","9,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-08-13,5,133,"3,76%","0,49","2,47","0,00",0,0,"0,00%",0,"Engajamento: 10,00; Ver rotas: 1,00; Visualização de página: 2,00","13,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-08-15,5,124,"4,03%","0,53","2,67","0,00",0,0,"0,00%",0,"Engajamento: 3,00; Leads de mensagens: 1,00","4,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-02-27,4,147,"2,72%","0,38","1,53","0,00",0,0,"0,00%",0,"Engajamento: 7,00; Visualização de página: 1,00","8,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-03-04,4,93,"4,30%","0,48","1,91","0,00",0,0,"0,00%",0,"Ver rotas: 1,00; Visualização de página: 1,00","2,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-03-11,4,119,"3,36%","0,63","2,51","0,00",0,0,"0,00%",1,"Engajamento: 1,00; Ver rotas: 2,00; Visita à loja: 1,00","4,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-03-14,4,201,"1,99%","0,45","1,81","2,00",0,"0,91","50,00%",0,"Contato: 2,00; Engajamento: 3,00","5,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-03-22,4,81,"4,94%","0,30","1,19","0,00",0,0,"0,00%",0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-03-28,4,126,"3,17%","0,09","0,36","0,00",0,0,"0,00%",0,"Engajamento: 13,00","13,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-04-12,4,124,"3,23%","0,12","0,49","0,00",0,0,"0,00%",0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-04-16,4,184,"2,17%","0,28","1,11","0,00",0,0,"0,00%",0,"Visualização de página: 1,00","1,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-05-18,4,174,"2,30%","0,25","1,00","0,00",0,0,"0,00%",0,"Engajamento: 2,00","2,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-05-19,4,159,"2,52%","0,42","1,69","0,00",0,0,"0,00%",0,"Engajamento: 2,00","2,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-02,4,199,"2,01%","0,60","2,42","0,00",0,0,"0,00%",0,"Engajamento: 4,00; Ver rotas: 1,00; Visualização de página: 2,00","7,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-04,4,166,"2,41%","0,33","1,34","0,00",0,0,"0,00%",0,"Engajamento: 3,00","3,00","0,00"
